toxic_auc,toxic_precision,toxic_recall,toxic_f1,severe_auc,severe_precision,severe_recall,severe_f1,obscene_auc,obscene_precision,obscene_recall,obscene_f1,threat_auc,threat_precision,threat_recall,threat_f1,insult_auc,insult_precision,insult_recall,insult_f1,identity_auc,identity_precision,identity_recall,identity_f1,final_auc
0.9673845241032094,0.9122340425531915,0.5863247863247864,0.7138397502601457,0.9826813898333543,0.5,0.1875,0.2727272727272727,0.9809069729304465,0.9007177033492823,0.5938485804416404,0.7157794676806084,0.9761119129790213,1.0,0.10606060606060606,0.19178082191780824,0.9738284425329901,0.8214285714285714,0.4580912863070539,0.5881726158763986,0.97602996149938,0.8888888888888888,0.14222222222222222,0.24521072796934867,0.9761572006464002
